"Name","ParticleCount","MinLife","MaxLife","ParticleMinInterval","ParticleMaxInterval","ParticleMinLife","ParticleMaxLife","ParticleMinAngle","ParticleMaxAngle","ParticleAngleRelativeToParent","ParticleRandomAngle","ParticleMinRadius","ParticleMaxRadius","ParticleMinSpeed","ParticleMaxSpeed","ParticleStartZ","ParticleMinVelocityZ","ParticleMaxVelocityZ","ParticleGravity","ParticleMinTailLength","ParticleMaxTailLength","ParticleResource","ParticleExportName","RotateToDirection","LoopParticleClip","StartScale","EndScale","FadeOutDuration","Inertia","EnemyVersion","NoBounce","StopOnBounce","RandomScale","NoLowEndOptimization"
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue4",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue5",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue6",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue7",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue8",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue9",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue10",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue11",,,,,,,,,,,
"win_battle_confetti_red1",70,,,,,10000,15000,,360,,"true",2,2,100,200,,100,800,-150,,,"sc/effects.sc","confetti_red1","true","true",45,60,500,80,,"true",,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red2",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red3",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red4",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red5",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red6",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red7",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red8",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red9",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red10",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red11",,,,,,,,,,,
"win_battle_confetti_red2",15,,,,,10000,15000,,360,,"true",2,2,100,200,,100,800,-150,,,"sc/effects.sc","confetti_red1","true","true",45,60,500,80,,"true",,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red2",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red3",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red4",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red5",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red6",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red7",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red8",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red9",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red10",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red11",,,,,,,,,,,
"firespirit_cont_smoke1",10,800,800,5,30,600,800,-360,360,,"true",,1,1,10,,50,200,35,,,"sc/effects.sc","fireball_trail1",,,55,,500,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","fireball_trail2",,,,,,,,,,,
"firespirit_cont_sparks1",2,800,2000,5,30,800,1000,,360,"true","true",,2,,20,24,,,200,,,"sc/effects.sc","Sparkle","true",,55,80,,1,,,,,
"firespirit_cont_glow1",13,800,800,5,30,600,800,-360,360,,"true",,1,1,10,,50,200,35,,,"sc/effects.sc","fireball_trail3",,,55,80,,1,,,,,
"firespirit_cont_fire1",4,1200,1400,10,80,300,400,,360,,"true",,,,10,28,30,60,200,,,"sc/effects.sc","FireParticle1_small","true","true",160,,200,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","FireParticle2_small",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","FireParticle3_small",,,,,,,,,,,
"miner_deploy_predeploy_rocks_shadow",9,1000,1000,10,30,1300,3500,,360,,"true",,1,30,50,-50,50,300,-2000,,,"sc/effects.sc","Rock1Particle",,,50,40,1600,50,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock2Particle",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock3Particle",,,,,,,,,,,
"miner_deploy_rocks1_shadow",21,,,,,700,1200,90,150,,"true",,4,30,200,20,100,200,-2000,,,"sc/effects.sc","Rock1Particle",,,80,50,6000,20,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock2Particle",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock3Particle",,,,,,,,,,,
"firespirit_hit_embers",12,190,190,1,3,600,1400,,360,"true",,,2,10,40,41,300,500,-2000,,20,"sc/effects.sc","SparkleBlue","true",,80,10,200,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","SparkleBlue",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","SparkleBlue",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal4",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal3",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal2",,,,,,,,,,,
"Death_elixir_burst1_small",7,80,80,1,3,300,1000,,360,,,,,20,70,39,,300,-1700,,100,"sc/effects.sc","death_particle_elixir1",,,100,40,200,55,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","death_particle_elixir2",,,,,,,,,,,
"Death_enemy_puff_small",2,190,190,1,3,700,2000,-30,30,,"true",,2,,50,10,20,90,35,,,"sc/effects.sc","explosion_purple_glow1","true",,23,30,2000,40,,,,,
"Death_elixir_ground1_small",1,80,80,1,3,3000,4000,,360,"true",,,,10,20,,,,-1700,,,"sc/effects.sc","death_ground_elixir1",,,100,40,2000,100,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","death_ground_elixir2",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","death_ground_elixir3",,,,,,,,,,,
"cheer_confetti_blue1",9,,,,,5000,15000,,360,,"true",,6,45,50,111,70,120,-150,,,"sc/effects.sc","confetti_blue1","true",,20,12,5000,80,,,"true",30,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue2",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue3",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue4",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue5",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue6",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue7",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue8",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue9",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue10",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue11",,,,,,,,,,,
"cheer_confetti_red1",9,,,,,5000,15000,,360,,"true",,6,45,50,111,70,120,-150,,,"sc/effects.sc","confetti_red1","true",,20,12,5000,80,,,"true",30,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red2",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red3",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red4",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red5",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red6",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red7",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red8",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red9",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red10",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red11",,,,,,,,,,,
"Firespirit_building_spawn_burst1_small",7,80,80,1,3,300,1000,,360,,,,,20,70,50,,300,-1700,,100,"sc/effects.sc","death_particle_elixir1",,,100,40,200,55,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","death_particle_elixir2",,,,,,,,,,,
"Firespirit_building_spawn_puff_small",2,190,190,1,3,700,2000,-30,30,,"true",,2,,50,50,20,90,35,,,"sc/effects.sc","explosion_purple_glow1","true",,23,30,2000,40,,,,,
"Firespirit_building_spawn_ground1_small",1,80,80,1,3,3000,4000,,360,"true",,,,10,20,,,,-1700,,,"sc/effects.sc","death_ground_elixir1",,,100,40,2000,100,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","death_ground_elixir2",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","death_ground_elixir3",,,,,,,,,,,
"LavaHound_EmitterTrail",15,12000,12000,5,7,400,800,-360,360,"true","true",-1,1,10,20,16,,,-1000,,,"sc/effects.sc","lava_drop1",,,40,25,400,100,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","lava_drop2",,,,,,,,,,,
"LavaHoundTrail_glow",27,800,800,5,10,600,800,-360,360,,"true",,,1,10,,50,200,35,,,"sc/effects.sc","fireball_trail3",,,55,80,500,1,,,,,
"lavaHound_hit_sparks",4,190,190,1,3,1200,1500,,-360,,,-1,1,30,50,,80,125,-1800,,,"sc/effects.sc","lava_drop1",,,60,60,,100,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","lava_drop2",,,,,,,,,,,
"lavaHound_hit_smoke",3,1,1,,,800,1000,,-360,,,-1,1,,,24,50,100,10,,,"sc/effects.sc","tower_destr_cloud_1",,"true",100,100,1000,100,,,,,
"lavaHound_hit_sparks2",3,190,190,1,3,1200,1500,,-360,,,-3,3,60,80,,80,125,-1800,,,"sc/effects.sc","lava_drop1",,,30,30,,100,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","lava_drop2",,,,,,,,,,,
"lava_hound_hit_sparks3",6,190,190,1,3,1200,1500,,-360,,,-3,3,80,100,,80,125,-1800,,,"sc/effects.sc","lava_drop1",,,20,20,,150,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","lava_drop2",,,,,,,,,,,
"lava_hound_hit_sparks0",7,190,190,1,3,800,900,,-360,"true",,1,3,40,60,,300,500,-2000,,20,"sc/effects.sc","SparkleBlue","true",,60,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","SparkleBlue",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","SparkleBlue",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal2",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal4",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal1",,,,,,,,,,,
"miner_deploy_dig_shadow",20,10000,10000,,50,700,2500,,360,,"true",,,10,50,,,,-2000,,,"sc/effects.sc","Rock1Particle_b","true",,50,40,400,50,,,,,"true"
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock2Particle_b",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock3Particle_b",,,,,,,,,,,
"miner_deploy_dig",25,10000,10000,25,50,1000,1500,,360,,"true",,,10,30,,,,-2000,,,"sc/effects.sc","miner_trail","true",,90,90,,500,,,,10,"true"
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","miner_trail2",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","miner_trail3",,,,,,,,,,,
"lavaHound_attackParticles",9,150,150,1,50,500,800,-50,40,"true",,,,80,150,38,25,50,-1000,,,"sc/effects.sc","lava_drop1","true",,18,5,500,150,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","lava_drop2",,,,,,,,,,,
"miner_candle_fire1",3,1200,1400,10,80,300,400,,360,,"true",,,,10,72,30,60,200,,,"sc/effects.sc","FireParticle1_small","true","true",80,,200,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","FireParticle2_small",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","FireParticle3_small",,,,,,,,,,,
"miner_candle_sparks1",1,800,2000,5,30,800,1000,,360,"true","true",,,,20,72,,,120,,,"sc/effects.sc","Sparkle","true",,55,80,,1,,,,,
"cheer_confetti_blue2",20,,,,,1000,2500,,360,,"true",,6,60,100,70,20,110,-90,,,"sc/effects.sc","confetti_blue1","true","true",20,20,500,80,,,"true",30,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue2",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue3",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue4",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue5",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue6",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue7",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue8",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue9",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue10",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_blue11",,,,,,,,,,,
"cheer_confetti_red2",20,,,,,1500,2500,,360,,"true",,6,60,100,70,20,110,-90,,,"sc/effects.sc","confetti_red1","true","true",20,20,500,80,,,"true",30,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red2",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red3",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red4",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red5",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red6",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red7",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red8",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red9",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red10",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_red11",,,,,,,,,,,
"LavaPups_EmitterTrail",1,12000,12000,5,7,200,500,-360,360,"true","true",-1,1,5,15,10,,,-1000,,,"sc/effects.sc","lava_drop1",,,10,5,250,100,,,,30,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","lava_drop2",,,,,,,,,,,
"lavaPups_attackParticles",5,,,,,500,800,-50,40,"true",,,,25,100,20,30,50,-200,,,"sc/effects.sc","lava_drop1","true",,18,5,500,150,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","lava_drop2",,,,,,,,,,,
"LavaPups_EmitterTrail2",1,12000,12000,5,7,300,400,-360,360,"true","true",-1,1,5,15,10,,,-1000,,,"sc/effects.sc","lava_drop1",,,15,5,250,100,,,,30,
"lava_pups_hit_sparks",7,190,190,1,3,800,900,,-360,"true",,1,3,40,60,,300,500,-2000,,20,"sc/effects.sc","SparkleBlue","true",,60,1,,100,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","SparkleBlue",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","SparkleBlue",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal2",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal4",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal1",,,,,,,,,,,
"lavaPups_hit_drops",4,190,190,1,3,1200,1500,,-360,,,-1,1,30,50,,80,125,-1800,,,"sc/effects.sc","lava_drop1",,,40,40,,100,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","lava_drop2",,,,,,,,,,,
"lavaPups_hit_drops2",3,190,190,1,3,1200,1500,,-360,,,-3,3,60,80,,80,125,-1800,,,"sc/effects.sc","lava_drop1",,,20,20,,100,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","lava_drop2",,,,,,,,,,,
"lavaPups_hit_drops3",6,190,190,1,3,1200,1500,,-360,,,-3,3,80,100,,80,125,-1800,,,"sc/effects.sc","lava_drop1",,,10,10,,150,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","lava_drop2",,,,,,,,,,,
"lavaPups_hit_smoke",3,1,1,,,800,1000,,-360,,,-1,1,,,24,50,100,10,,,"sc/effects.sc","tower_destr_cloud_1",,"true",100,100,1000,100,,,,,
"zapMachine_hit_area_fx1",11,980,980,5,15,200,600,-360,360,"true","true",-3,3,,30,32,,50,,,,"sc/effects.sc","electricity","true",,80,40,600,200,,,,,
"zapmachine_cont_sparks1",2,800,2000,5,30,800,1000,,360,"true","true",,2,,20,50,,,200,,,"sc/effects.sc","Death_blue_sparkle4","true","true",20,25,500,1,,,,,
"zapmachine_cont_fire1",4,1200,1400,10,80,300,400,,360,,"true",1,2,25,35,50,30,60,-300,,,"sc/effects.sc","Death_blue_sparkle3","true","true",25,,200,,,,,,
"Miner_travel_particles2",10,10000,10000,,50,900,2500,,360,,"true",,,25,50,,10,500,-2000,,,"sc/effects.sc","Rock1Particle_b","true",,70,50,400,25,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock2Particle_b",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock3Particle_b",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock3Particle",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock2Particle",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock1Particle",,,,,,,,,,,
"zapMachine_smallHit",19,280,280,,10,350,350,,360,,"true",-5,5,,,,,100,,,,"sc/effects.sc","Death_blue_sparkle1","true",,400,,200,,,,,110,
"zapMachine_hit_sparks",9,,100,,2,200,400,,360,,"true",-1,5,100,300,,60,900,-500,,,"sc/effects.sc","Death_blue_sparkle2","true","true",70,20,300,50,,,,105,
"zapmachine_smallhit_smoke",8,190,190,1,3,800,1000,,360,,"true",1,-1,10,25,42,20,20,100,,,"sc/effects.sc","Smoke_puff_01","true",,25,35,1500,25,,,,,
"zapmachine_attack_spec_sparks",16,200,300,1,1,500,600,,360,,"true",1,1,80,100,40,60,100,-500,,,"sc/effects.sc","Death_blue_sparkle2","true","true",50,25,300,50,,,,,
"zapmachine_attack_spec_electric",5,450,450,50,75,400,400,-360,360,,"true",-2,2,40,50,23,,,,,,"sc/effects.sc","electricity","true",,60,100,,100,,,,,
"zapmachine_attack_sparks",4,,,,,200,200,-30,45,"true",,-2,2,300,500,,,,,1000,1000,"sc/effects.sc","Death_blue_sparkle4","true","true",40,40,100,,,,,5,
"zapmachine_hit_effect_particles",26,100,100,,7,110,150,1,360,,"true",,9,300,350,,600,1000,,1000,1500,"sc/effects.sc","Death_blue_sparkle1",,"true",90,,,,,,,110,
"zapmachine_spechit_smoke",30,190,190,1,3,500,900,,360,,"true",2,2,35,50,,,,,,,"sc/effects.sc","d4","true",,120,50,800,25,,,,150,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d3",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d2",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d1",,,,,,,,,,,
"zap_hit_puff",25,100,100,,5,300,950,,360,,"true",-4,4,60,100,,10,100,,,,"sc/effects.sc","Golem_firefly_blue_particle2","true","true",40,40,200,25,,,,25,
"zapmachine_trail_electric",25,500,500,,25,250,300,-360,360,,"true",-2,2,1,10,,10,15,,,,"sc/effects.sc","electricity","true","true",25,40,500,1,,,,,
"zapmachine_attack_beam",6,100,100,,,50,100,-10,10,"true",,-2,2,500,500,5,,,,1500,1500,"sc/effects.sc","electricity","true","true",80,80,250,,,,,10,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_blue_sparkle4",,,,,,,,,,,
"zapmachine_attack_electric",4,,,,,250,300,-10,10,"true",,-2,2,50,10,,,,,,,"sc/effects.sc","electricity","true","true",60,80,200,,,,,5,
"lava_hound_die_smoke",16,1,1,,,800,1000,,360,,,,,50,75,14,,,50,,,"sc/effects.sc","tower_destr_cloud_1",,,,,1200,50,,,,,
"lava_hound_die_drops1",12,190,190,1,3,1200,1500,,-360,,,-2,2,80,100,35,80,125,-1800,,,"sc/effects.sc","lava_drop1",,,20,20,500,150,,,,50,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","lava_drop2",,,,,,,,,,,
"lava_hound_die_drops2",5,190,190,1,3,1200,1500,,-360,,,,,25,50,30,80,125,-1800,,,"sc/effects.sc","lava_drop1",,,60,60,500,50,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","lava_drop2",,,,,,,,,,,
"lava_hound_die_sparks",23,100,100,,2,150,200,1,360,,"true",2,2,200,250,40,60,100,,50,100,"sc/effects.sc","Sparkle",,,,,,100,,,,,
"freeze_snow1",70,100,200,40,150,2600,4500,,360,"true","true",-12,12,,-20,268,,-50,-100,,,"sc/effects.sc","snowflake_anim","true","true",35,25,250,,,,"true",50,
"freeze_snowPiles1",14,,,,,6500,7500,,360,,,,9,10,90,10,,300,-1700,,,"sc/effects.sc","snowPile1",,"true",120,50,1000,100,,,"true",40,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","snowPile2",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","snowPile3",,,,,,,,,,,
"freeze_snow_scatter1",26,,,,,5600,6500,,360,,"true",,9,20,50,,100,200,-300,,,"sc/effects.sc","snowPile3",,,65,5,5000,20,,,"true",50,
"zapmachine_attack_pushback",14,100,100,,2,400,600,-145,145,"true",,,,25,75,-1800,,,,,,"sc/effects.sc","d2","true","true",145,180,450,40,,,,5,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d3",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d3_green_dark",,,,,,,,,,,
"zapmachine_attack_pushback_shadow",5,100,100,,2,400,600,-145,145,"true",,,,15,65,-1800,,,,,,"sc/effects.sc","d2","true","true",145,180,1500,40,,,,5,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d3",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d3_green_dark",,,,,,,,,,,
"zapmachine_death_wheels",1,201,201,50,50,6800,8200,,360,,,-3,2,55,80,,50,80,-500,,,"sc/chr_zap_machine.sc","zapMachine_deathWheel",,"true",65,55,200,90,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/chr_zap_machine.sc","zapMachine_deathWheel2",,,,,,,,,,,
"cheer_confetti_ground_blue",3,,,,,22000,25000,,360,,"true",,2,50,50,30,30,60,-150,,,"sc/effects.sc","confetti_ground_blue1",,,110,110,500,80,,,"true",,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_ground_blue2",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_ground_blue3",,,,,,,,,,,
"cheer_confetti_ground_red",3,,,,,22000,25000,,360,,"true",,2,50,50,30,30,60,-150,,,"sc/effects.sc","confetti_ground_red1",,,110,110,500,80,,,"true",,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_ground_red2",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_ground_red3",,,,,,,,,,,
"poison_spell_radius_blue",1,,,,,9000,9000,,,,,,,,,,,,,,,"sc/effects.sc","spell_radius_blue",,"true",130,130,1300,,,,,,
"poison_spell_radius_red",1,,,,,9000,9000,,,,,,,,,,,,,,,"sc/effects.sc","spell_radius_red",,,130,130,1500,,,,,,
"rage_spell_radius_red",1,,,,,12000,12000,,,,,,,,,,,,,,,"sc/effects.sc","spell_radius_red",,,210,210,1500,,,,,,
"rage_spell_radius_blue",1,,,,,12000,12000,,,,,,,,,,,,,,,"sc/effects.sc","spell_radius_blue",,,210,210,1500,,,,,,
"freeze_spell_radius_blue",1,,,,,5500,5500,,,,,,,,,,,,,,,"sc/effects.sc","spell_radius_blue",,"true",100,100,1300,,,,,,
"freeze_spell_radius_red",1,,,,,5500,5500,,,,,,,,,,,,,,,"sc/effects.sc","spell_radius_red",,"true",100,100,1300,,,,,,
"lavaHound_embers",22,190,190,1,3,800,900,,360,,"true",,,70,80,,500,900,-2000,,20,"sc/effects.sc","SparkleBlue","true",,100,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","SparkleBlue",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","SparkleBlue",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal4",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal3",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal2",,,,,,,,,,,
